12068352,ODP-SMT-FEW/010,,,valin ulang
12067967,ODP-JHR-FCM/024,,,valin ulang
12054308,ODP-MJP-FW/086,,,valin ulang
12054016,ODP-MJP-FW/084,,,valin ulang
12053792,ODP-SMC-FAE/130,,,valin ulang
12052244,ODP-JHR-FCX/051,,,valin ulang
